possession,game_id,possession_team,length,start_x,start_y,end_x,end_y,period_id,start_time_seconds,end_time_seconds
77,3943043,Spain,3,3.10625,31.067499999999995,104.95625000000001,59.3725,1,2763.562,2766.027
78,3943043,England,1,99.79375,36.337500000000006,28.568749999999994,63.7075,1,2800.055,2800.055
79,3943043,Spain,6,28.56875000000001,63.707499999999996,25.506249999999998,14.4925,1,2805.274,2817.629
80,3943043,Spain,20,52.456250000000004,34.0425,46.50625000000001,66.9375,2,0.293,31.956
81,3943043,Spain,20,46.50625000000001,66.9375,104.95625000000001,32.0025,2,33.5385,69.977
82,3943043,England,3,51.668749999999996,34.042500000000004,22.18124999999999,50.5325,2,141.608,148.024
83,3943043,Spain,25,22.18125,50.5325,104.95625000000001,26.137500000000003,2,151.538,199.484
84,3943043,England,21,99.96875,38.8875,48.606249999999996,23.8425,2,223.468,250.31
85,3943043,Spain,9,48.60625,23.8425,50.35625,15.8525,2,253.487,260.297
86,3943043,England,5,50.35625,15.8525,41.78125,4.292500000000004,2,260.533,263.645
87,3943043,England,11,43.53125,0.04250000000000398,0.04374999999998863,12.792499999999997,2,273.938,289.776
88,3943043,Spain,3,4.68125,34.4675,68.29375,16.6175,2,313.283,320.281
89,3943043,England,34,68.29374999999999,16.6175,8.268749999999997,0.29749999999999943,2,323.072,378.771
90,3943043,Spain,22,9.75625,0.04250000000000398,62.86874999999999,36.6775,2,408.04,451.372
91,3943043,Spain,51,64.88125,38.4625,84.91875,29.112499999999997,2,474.822,555.478
92,3943043,Spain,31,82.20625,67.9575,104.95625000000001,38.9725,2,567.417,623.456
93,3943043,England,3,99.18125,36.932500000000005,66.01875,59.2025,2,642.907,646.423
94,3943043,England,28,72.66875,65.9175,33.29374999999999,0.46750000000000114,2,658.454,707.021
95,3943043,Spain,2,33.38125000000001,0.04250000000000398,64.18125,5.482500000000002,2,727.066,729.413
96,3943043,England,17,64.18125,5.482500000000002,63.39375,67.9575,2,729.413,750.057
97,3943043,Spain,40,61.03125000000001,67.9575,89.99375,24.692500000000003,2,767.862,831.478
98,3943043,England,38,94.80625,38.71750000000001,26.99375,7.0974999999999895,2,841.59,900.851
99,3943043,England,29,30.318749999999994,0.04250000000000398,17.981250000000003,63.3675,2,942.158,990.352
100,3943043,England,13,18.418750000000003,61.412499999999994,0.04374999999998863,29.707499999999996,2,1062.5,1092.951
101,3943043,Spain,5,4.68125,42.1175,53.68125,21.122499999999995,2,1153.07,1157.678
102,3943043,England,9,53.68124999999999,21.122500000000002,0.04374999999998863,23.247500000000002,2,1160.788,1174.116
103,3943043,Spain,3,5.20625,41.6075,56.831250000000004,43.8175,2,1205.804,1208.834
104,3943043,England,7,56.83125,43.8175,36.70625,53.8475,2,1211.75,1235.267
105,3943043,Spain,9,36.706250000000004,53.847500000000004,99.53125,31.492500000000007,2,1237.857,1245.856
106,3943043,Spain,6,104.95625000000001,67.9575,86.23125,12.537500000000001,2,1285.672,1293.337
107,3943043,Spain,3,81.15625,0.04250000000000398,104.78125,8.1175,2,1358.6,1360.627
108,3943043,England,5,100.93125,35.4875,74.94375,59.9675,2,1378.177,1383.885
109,3943043,Spain,9,74.94375,59.9675,104.95625000000001,0.04250000000000398,2,1384.441,1390.777
110,3943043,Spain,15,104.95625000000001,0.04250000000000398,104.95625000000001,31.662499999999994,2,1423.051,1447.631
111,3943043,England,7,99.18125,34.7225,45.71875,67.9575,2,1494.999,1509.818
112,3943043,England,9,39.943749999999994,67.9575,29.881249999999994,56.9925,2,1516.923,1529.59
113,3943043,Spain,26,29.88125,56.9925,55.60625000000001,21.7175,2,1529.59,1564.729
114,3943043,England,5,56.65625,33.3625,48.08125,28.177500000000002,2,1593.95,1603.133
115,3943043,Spain,5,48.081250000000004,28.177499999999995,103.46875,36.8475,2,1604.045,1610.818
116,3943043,England,1,103.55625,36.7625,103.55625,36.7625,2,1611.437,1611.437
117,3943043,England,12,103.55625,36.7625,0.04374999999998863,31.492500000000007,2,1612.5985,1628.643
119,3943043,Spain,12,52.456250000000004,34.0425,47.90625,20.357499999999995,2,1701.737,1718.224
120,3943043,England,21,49.39374999999999,33.61750000000001,23.40625,67.9575,2,1720.244,1754.333
